M63*53
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:27:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:15:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:26:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:13:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:4:0,000000:0:	:1:0,000000:0:	:14:0,000000:0:	:14:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:8:0,000000:0:	:24:0,000000:0:	:27:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:27:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:0:0,000000:0:	:24:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:13:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:24:0,000000:0:	:8:0,000000:0:	:24:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
